pid	n_ppi	cell_names	n_annotations	specificity
23652204	6	Sf9,NCI-H1299,CHO,SK-BR-3,HCT 116	5	5-9
23723247	6	HEK293T,HeLa,HEK293,HeLa S3,A-549	5	5-9
23772394	6	HEK293	1	1
23791178	6	HeLa,COS-7,SH-SY5Y	3	2-4
23791783	6	HeLa	1	1
23818254	6	THP-1,HEK293T,U2OS,HCT 116	4	2-4
23825960	6	SW872,SW1353,MG-63	3	2-4
23874713	6	NCI-H1299,U2OS,HEK293	3	2-4
24015760	6	MCF-7,MDA-MB-231,HeLa	3	2-4
24029232	6	T-47D,EL 1,Onda 11,MDA-MB-231,NAMEC7,NAMEC11,NAMEC5,NAMEC8,NAMEC9,NAMEC1,NAMEC2,NAMEC4,NAMEC6,NAMEC10,NAMEC3	15	10+
24038355	6	PC-10,HEK293T,LoVo,U2OS,HCT 116	5	5-9
24084649	6	HEK293T,RAW 264.7,HEK293	3	2-4
24267727	6	HEK293T,A3.01,2.03.7,BG01,A2.01,HeLa,MEF (C57BL/6),BCBL-1	8	5-9
24270891	6	MCF-10A,HEK293T,MCF-7,PC-3,MDA-MB-231,HeLa,BT-549,HCT 116	8	5-9
24287595	6	GM00292,HEK293T,HEK,HEK293	4	2-4
24430869	6	A-431,BL-21,COS-1,HEK293	4	2-4
24485656	6	U2OS	1	1
24515439	6	HEK293T,CTLA4 Ig-24,Jurkat,MC-38	4	2-4
24529380	6	MEF (C57BL/6),Schneider 2,HEK293-FT	3	2-4
24581499	6	BL-21,HeLa,HCT 116,HEK293	4	2-4
24656772	6	Caki-2,HeLa,HEK293	3	2-4
24657926	6	HEK293T,LNCaP,MCF-7,MDA-MB-231,U2OS,HeLa,DU145	7	5-9
24667498	6	HCT 116	1	1
24726323	6	HEK293T,HEK293-ET,U2OS,hTERT-RPE1,HEK293	5	5-9
24746704	6	PC12,NIH 3T3,A-375,MEF (C57BL/6),HEK293,A-549	6	5-9
24769896	6	NCI-H1299,HEK293T,MCF-7,MDA-MB-231,U2OS,HeLa,VG,HEK293	8	5-9
24810856	6	HEK293T,Hep-G2,HEK293	3	2-4
24849286	6	HMN-1,T-REx-293,HEK293T,BL-6,HeLa,MEF (C57BL/6),NIH 3T3,HEK293	8	5-9
24860983	6	C2C12	1	1
24879152	6	C2C12,HEK293T,DD1793,HeLa,MEF (C57BL/6),A-549	6	5-9
24949977	6	Sf9	1	1
24963139	6	Schneider 2,B1 NIH	2	2-4
24999993	6	HEK293T,HEK,HeLa,HEK293	4	2-4
25027698	6	HEK293T,BL-21,HEK,HEK293,I 2.1	5	5-9
25172487	6	HEK293T	1	1
25172512	6	HEK293T,HEK,HeLa,HeLa S3	4	2-4
25202009	6	JAR,COS-7,HEK293	3	2-4
25299772	6	HEK293T,MCF-7,MEF (C57BL/6),HCT 116,HEK293	5	5-9
25355947	6	HEK293T,BL-21,HeLa,MEF (C57BL/6),HEK293	5	5-9
25436519	6	BL-21,COS-7,HEK293	3	2-4
25494638	6	BL-21,U266B1	2	2-4
25531779	6	A-431,HEK293T,MDA-MB-231	3	2-4
25535246	6	Jurkat,NIH 3T3,HEK293,J.CaM1.6,CCCL-6	5	5-9
25557546	6	HEK293T,U2OS,HeLa	3	2-4
25583071	6	HeLa,A-549	2	2-4
25644401	6	U-87MG ATCC,HMN-1,DU145	3	2-4
25733689	6	MRC-5,HEp-2,HT-1080,HeLa,MEF (C57BL/6),HEK293	6	5-9
25740999	6	HEK293T,Jurkat,Ba/F3,HEK293S,HEK293	5	5-9
25775162	6	MV-522,HEp-2,U2OS,HeLa	4	2-4
25783203	6	HEK,HeLa,HeLa M	3	2-4
25938661	6	HEK293T,C2C12,COS-7,HEK293	4	2-4
25970626	6	HEK293T,HEK293	2	2-4
25990725	6	HEK293T,HFF-1,MV-522,T98G,HeLa	5	5-9
25999347	6	HEK293T,U2OS,HeLa,HEK293	4	2-4
26052702	6	HEK293T,SK-BR-3,MCF-7,MDA-MB-453,MDA-MB-157,MDA-MB-231,HCC1937,HCC1143,BT-549,COS-7,C2190	11	10+
26068074	6	U-87MG ATCC,HEK293T,HeLa,HEK293	4	2-4
26147758	6	HEK293T,HEK293-F	2	2-4
26212014	6	HMN-1,H9,MLE-12,MEF (C57BL/6),AG01978,R-3327-H,HEK293	7	5-9
26237645	6	U-87MG ATCC,U2OS,HeLa,A-549	4	2-4
26258633	6	MCF-10A,Jurkat,MCF10CA1h,MCF-10AT,MDA-MB-231,HCT 116,HEK293,A-549	8	5-9
26330542	6	NCI-H1299	1	1
26391660	6	HeLa,MEF (C57BL/6),HEK293,EA.hy 926	4	2-4
26462181	6	VCaP,22Rv1,HEK293T,LNCaP,COS-7	5	5-9
26490116	6	HeLa,COS-7	2	2-4
26616734	6	hTERT-RPE1,S1E4,U2OS	3	2-4
26702831	6	COS-7	1	1
26895380	6	T-47D,MCF-10A,MC,BT-549,MCF-7,DU4475,HEK293,MDA-MB-231	8	5-9
26960431	6	U2OS,HeLa,hTERT-RPE1	3	2-4
27195665	6	HEK293T,U2OS,HeLa,HET-1A,MEF (C57BL/6),HCT 116,HEK293	7	5-9
27239033	6	U2OS,HeLa	2	2-4
27259994	6	KTCTL-54,MDA-MB-231,WILL-2,HEK293	4	2-4
27295432	6	Sf9,Sf21	2	2-4
27368102	6	HEK293T,HeLa,RKO,HEK293	4	2-4
27404360	6	HeLa,PC12	2	2-4
27462452	6	HEK293T,HEK293	2	2-4
27485036	6	COS-1,DD2642,HeLa,Neuro-2a,HEK293-FT	5	5-9
27522463	6	BTI-Tn-5B1-4,HeLa	2	2-4
27580824	6	HEK293T,JON,HEK,HeLa	4	2-4
27695001	6	HEK293T,MDCK,MH-S	3	2-4
27787517	6	NCI-H1299,HeLa,MEF (C57BL/6),HCT 116,HEK293	5	5-9
27929056	6	LB,MCF-7,NIH 3T3,HEK293	4	2-4
28075048	6	HEK293T	1	1
28088760	6	HEK293T,HeLa	2	2-4
28152074	6	HEK293T,HeLa,HFF-1,MEF (C57BL/6),Jurkat,HEK293,Farage 10.6.1	7	5-9
28300060	6	Hep-G2,HEK293T,MEF (C57BL/6),DU145,Hep 3B2.1-7,Cle-H3	6	5-9
28542518	6	HEK293T,BL-21,HeLa	3	2-4
28555140	6	HEp-2,HEK293T,U-937,F1-F,R-3327-H,Hepa-1	6	5-9
28594325	6	MDBK,MDA-N,HEK293T,U-937,HEK293	5	5-9
28685972	6	BTI-Tn-5B1-4,Sf9	2	2-4
28931592	6	MCF-10A,HMN-1,HEK293T,HEK,HeLa	5	5-9
28966723	6	HEK293T,U2OS,MEF (C57BL/6)	3	2-4
29079782	6	HEK293T,SK-N-AS,HeLa,IMR-32,SK-N-BE(2),MEF (C57BL/6),SK-N-SH,HEK293,SH-SY5Y	9	5-9
29150600	6	BL-21	1	1
29255244	6	Hep-G2,HEK293T,A-549	3	2-4
29676259	6	BL-21,U2OS,HeLa,MEF (C57BL/6),NCRM-1	5	5-9
29954426	6	COS-1,K-562,BL-21	3	2-4
30018425	6	HCT 116a,K-562,U2OS,OP9,HCT 116	5	5-9
9214382	5	HeLa	1	1
9334338	5	HEK293T,CHO,Jurkat,LR-3	4	2-4
9606214	5	A-431,MDCK	2	2-4
9647645	5	REF52,Rat1,198,PC12,HeLa,NRK,HF-1 [Human follicular lymphoma]	7	5-9
10880535	5	HEK293T,DD2939,HEK293	3	2-4
11266467	5	A-431,HeLa,MDCK,As4.1,Caco-2,HF-1 [Human follicular lymphoma]	6	5-9
11435475	5	HEK293T,Jurkat	2	2-4
11470823	5	PC12	1	1
11564755	5	Jurkat,C16,HeLa,NRK	4	2-4
11684708	5	MDCK,hTERT-HME1,SW13,HeLa	4	2-4
11806752	5	NIH 3T3,COS-1,HeLa	3	2-4
11889140	5	DD1669,HeLa,COS-7	3	2-4
12093870	5	Jurkat,NIH 3T3,COS-1,WEHI-231	4	2-4
12184796	5	SK-N-MC,PC12,HEK293	3	2-4
12782716	5	HMN-1,HMEC-1,HEK293-EBNA,HEK293	4	2-4
14517278	5	HEK293T,293/hTLR5,BL-6,HeLa,293/mTLR4-MD2-CD14,TLR4,HEK293	7	5-9
14757743	5	Jurkat	1	1
15037601	5	HEK293T,BL-21,Hs 68,Sf9,HeLa,HeLa S3	6	5-9
15144564	5	AND-1	1	1
15169570	5	Rat1,NIH 3T3,CCRF-CEM,N1024,HF-1 [Human follicular lymphoma]	5	5-9
15314064	5	A-431,HT-29,BHK-21	3	2-4
15796781	5	HeLa SS6,HeLa	2	2-4
16494529	5	HEK293T,HeLa	2	2-4
16717280	5	HEK293T,HeLa,COS-7,CV-1	4	2-4
16982797	5	HEK293T,HEK293/AT1,HEK293	3	2-4
17099698	5	BL-21	1	1
18346204	5	HMN-1,COS-7,NIH 3T3	3	2-4
18498648	5	HLM1,HeLa-T4+,CCRF-CEM,HeLa	4	2-4
18652489	5	BL-21	1	1
18662404	5	HMN-1	1	1
18662664	5	HMN-1,HeLa,HeLa S3	3	2-4
18761675	5	HFF2/T	1	1
18775332	5	BL-21	1	1
18819927	5	HMN-1,HEK293T,MCF-7,NIH 3T3	4	2-4
18986304	5	BL-21,HEK293	2	2-4
19171758	5	HEK293T,VMRC-RCW,N1E-115,NIH 3T3,HeLa,3T3-Swiss albino,HEK293	7	5-9
19174163	5	HEK293	1	1
19176810	5	CAD,HEK293T,HEK,HEK293,SH-SY5Y	5	5-9
19177010	5	Caco-2	1	1
19229298	5	HEK,A7d,IMR-90,HEK293,I 6	5	5-9
19245811	5	Jurkat,A-375,U-937	3	2-4
19262695	5	CHO-K1/GHSR,HEK293	2	2-4
19270694	5	HEK293T,BL-21,IMR-90,LNCaP,PC-3,COS-1,MEF (C57BL/6)	7	5-9
19305427	5	U2OS,HeLa	2	2-4
19327867	5	MDCK,MCF-7,NIH 3T3,MDA-MB-231,HeLa,RBL-2H3	6	5-9
19328794	5	HMN-1	1	1
19345326	5	COS-1,HEK293T,LNCaP	3	2-4
19345331	5	IMR-32,MEF (C57BL/6),F9,SK-N-AS,NTERA-2,SK-N-SH,NIH 3T3,SH-SY5Y	8	5-9
19458619	5	HEK293T,BL-21,NIH 3T3,U2OS,HeLa	5	5-9
19460345	5	HEK293T,HeLa	2	2-4
19484123	5	K-562,HEK293T,U-937,HT-1080,HeLa,HUVEC-C,HEK293,BHK-21	8	5-9
19586903	5	HEK293T,HFF-1,CCCL-6,HeLa,HLtat,HEK293	6	5-9
19648926	5	HEK293T,CHO,BL-21,CHO/IR	4	2-4
19656744	5	NCI-H1299,TALH SVE.1,U2OS,HEK293	4	2-4
19818707	5	HEK293T	1	1
19818709	5	HEK293T,MEF (C57BL/6)	2	2-4
19818716	5	MDA-MB-435,Hs 578T,HEK293T,4T1,HEK293	5	5-9
19836338	5	HEK293T,U-251MG	2	2-4
19864457	5	HEK293T,HeLa	2	2-4
19951914	5	NIH 3T3,HeLa	2	2-4
19956605	5	PC-3,MDA-MB-231,A-375,Sf9,HeLa,DU145,HT-29,A-549	8	5-9
20169205	5	HEK293T,HeLa,HEK293-EBNA,A-549	4	2-4
20220147	5	BL-21	1	1
20300531	5	BL-21,HeLa,SaOS-2,HUVEC-C,HEK293	5	5-9
20361981	5	HEK293T,COS-1,HeLa,MEF (C57BL/6),A-549	5	5-9
20375098	5	Hep-G2,BJ1-hTERT,HEK293T,HeLa	4	2-4
20385093	5	HEK293T,MEF (C57BL/6),I 6	3	2-4
20541704	5	HEK293T,MV3	2	2-4
20573181	5	PA #2,HMN-1,CHO	3	2-4
20622854	5	HEK293T,BL-21,U2OS,HeLa	4	2-4
20639872	5	HeLa	1	1
20691033	5	HeLa,HEK293,NY	3	2-4
20691906	5	A-431,HEK293T,Rat1,HFF-1,Rat1A,SW480,C2C12,U2OS,HeLa,HCT 116	10	10+
20701745	5	B2.Ln,LNCaP,HeLa	3	2-4
20733051	5	Sf9,BL-21,HeLa	3	2-4
20805321	5	HeLa,HEK293	2	2-4
20826342	5	HEK293T,BL-21,HeLa	3	2-4
20841485	5	MCF-10A,HMN-1,U2OS,HeLa,HCT 116,R-3327-H,A-549	7	5-9
20856196	5	ACC-LC-173,HEK293T,MCF-7,A2780	4	2-4
20858735	5	HEK293T,MCF-7,MDA-MB-453,T-47D,GM00452,BT-474,COS-7	7	5-9
20871633	5	MCF-7,Jurkat,PC12,MDA-MB-231,A-375,U2OS,HCT 116	7	5-9
20923784	5	BL-21,PC12,HeLa	3	2-4
20929444	5	HeLa,HEK293	2	2-4
20932473	5	U2OS,HeLa	2	2-4
20935677	5	MDA-MB-436,MCF-7,MDA-MB-231,HEK293	4	2-4
20957035	5	HeLa	1	1
21034468	5	Hs 578T,MCF-7,MCF-7B,MDA-MB-231	4	2-4
21041727	5	BTI-Tn-5B1-4,MOPC-21,CH12.LX,CH12	4	2-4
21070772	5	HeLa	1	1
21131967	5	HEK293T,NIH 3T3,Sf9,U2OS,HeLa,MEF (C57BL/6)	6	5-9
21132010	5	NCI-H1299,U2OS,HeLa,HCT 116,HEK293	5	5-9
21148070	5	U2OS,GM11587,HFK-1,A-549	4	2-4
21179004	5	CCRF-CEM,Jurkat	2	2-4
21242966	5	HMN-1,HEK293T,NIH 3T3,Sf9,HeLa	5	5-9
21282461	5	EJ,HeLa,HEK293	3	2-4
21292004	5	DD1219,Hep-G2,BJ1-hTERT,AD-293	4	2-4
21329877	5	HEK293T,Sf9,HCT 116	3	2-4
21331077	5	HMN-1,HEK293T,HT-1080,MEF (C57BL/6),A2058,HEK293,MDA-MB-231	7	5-9
21370995	5	PC12,U2OS,HEK293	3	2-4
21455491	5	U2OS,HL,GM13599	3	2-4
21512573	5	HEK293T,HT-1080,HeLa,HEK293	4	2-4
21625540	5	HEK293T,BL-21	2	2-4
21642953	5	HEK293T,BL-41	2	2-4
21703539	5	HEK293T,RAW 264.7,THP-1,MEF (C57BL/6),293/hTLR4A	5	5-9
21720545	5	BL-21,32.3	2	2-4
21724995	5	HMN-1,HEK293T,Jurkat,HeLa,MEF (C57BL/6),SKW 6.4	6	5-9
21745818	5	HEK293T,BL-21,HeLa,MEF (C57BL/6)	4	2-4
21795712	5	HMN-1,HEK293T,16H9,HaCaT,HEK293	5	5-9
21804599	5	HEK293T,LN-428,LN-229,MEF (C57BL/6),U-251MG,DU145	6	5-9
21816346	5	U-87MG ATCC,HEK293T,HeLa,MEF (C57BL/6),NIH 3T3	5	5-9
21846774	5	HeLa	1	1
21880590	5	HEK293T,MCF-7,HEK293	3	2-4
21887275	5	WILL-2,NCI-H1299,HT-1080,U2OS,SaOS-2,HEK293	6	5-9
21940674	5	HEK293T,293GP,HEK,HeLa,HEK293,A-549	6	5-9
21965294	5	HEK293T,BL-21,HeLa	3	2-4
21980433	5	HEK293T,BL-6	2	2-4
22017876	5	SK-BR-3,MCF-7,MDA-MB-453,MDA-MB-231,MDA-MB-468,HeLa,HEK293	7	5-9
22017877	5	HEK293T,HEK293S,GM00291,T98G,HeLa	5	5-9
22022577	5	SK-N-MC,SK-N-AS,IMR-32,SK-N-SH,SH-SY5Y	5	5-9
22169276	5	HEK293	1	1
22178926	5	HEK293T,CHO	2	2-4
22215675	5	BEAS-2B,NCI-H1299,HEK293T,IMR-32,A-549	5	5-9
22238364	5	Hep-G2,HeLa,As4.1,Huh-7	4	2-4
22262461	5	HEK293	1	1
22266823	5	HEK293T,U2OS,HeLa	3	2-4
22318730	5	HMN-1,BxPC-3,CHO,PANC-1,NIH 3T3	5	5-9
22337773	5	HeLa,U-373MG ATCC	2	2-4
22462548	5	Y1,T-REx-293,HeLa,HEK293-EBNA,HEK293	5	5-9
22484091	5	HEK293T,BL-21	2	2-4
22504882	5	BL-21,HeLa	2	2-4
22529269	5	HEK293T,BL-21,HeLa	3	2-4
22570418	5	HEK293T,U2OS,HeLa	3	2-4
22608923	5	MCF-10A,HEK293T,HeLa,MEF (C57BL/6),HCT 116	5	5-9
22658522	5	HT-2,D10,Jurkat	3	2-4
22675546	5	NCI-H1299,RGC-5,NCTC clone 929,HEK293,GM03116	5	5-9
22706086	5	HEK293T	1	1
22768111	5	HEK,HeLa,COS-7,NIH 3T3,HEK293,MDCK-II	6	5-9
22815893	5	HEK293T,THP-1,HEK293	3	2-4
22817896	5	BTI-Tn-5B1-4,HEK293T,BL-21,NIH 3T3,HeLa,MEF (C57BL/6),HT-29	7	5-9
22977175	5	HEK293T,BL-21,Schneider 2	3	2-4
23051622	5	HEK293T,BL-21,HeLa	3	2-4
23128241	5	hTERT-RPE1,HEK293	2	2-4
23143396	5	T-47D,MDA-MB-435,HEK293T,HeLa,MDA-MB-231	5	5-9
23208506	5	HEK293T,MCF-7,MDA-MB-231,T-47D,Hs 93.T,T-47	6	5-9
23211528	5	U2OS	1	1
23213400	5	HEK293T,BL-21,U2OS,HeLa	4	2-4
23235460	5	HEK293T,BL-21,MEF (C57BL/6)	3	2-4
23244239	5	MEF (C57BL/6),293-IL-1RI,HEK293	3	2-4
23245941	5	EM-2,HEK293T,SW480,HeLa,HCT 116,HT-29,HuTu 80	7	5-9
23254288	5	U-87MG ATCC,NIH 3T3	2	2-4
23307557	5	HT-1080,DU145,HEK293	3	2-4
23394946	5	HEK293T,C2035,MEF (C57BL/6)	3	2-4
23396353	5	HEK293T,U2OS,HeLa,HEK293	4	2-4
23415225	5	HeLa,MDCK	2	2-4
23415230	5	Neuro-2a,COS-7,HEK293	3	2-4
23486064	5	MIA PaCa-2,COS-1,HEK293T,U2OS,HeLa,PANC-1,COS-7,hTERT-RPE1,HEK293	9	5-9
23518348	5	22Rv1,HEK293T,MEF (C57BL/6),LNCaP,DU145	5	5-9
23652004	5	U2OS,HeLa,HEK293	3	2-4
23707388	5	A-431,HMN-1,HeLa,MCF-7,NIH 3T3,A-549	6	5-9
23737527	5	K-562,HEK293T,NMuMG,HO #1	4	2-4
23799367	5	MCF-10A,CHO,HeLa,BT-549,HCT 116,NIH 3T3,MDA-MB-231	7	5-9
23806657	5	BL-21	1	1
23825189	5	HEK293T,Jurkat,KT01	3	2-4
23871147	5	HeLa,HEK293	2	2-4
23911927	5	HEK293T,HEK,MEF (C57BL/6),HEK293,A-549	5	5-9
23932592	5	HeLa	1	1
23950712	5	HEK293-FT,Hep-G2,Hepa 1-6,HeLa,MEF (C57BL/6),HEK293,Huh-7.5	7	5-9
23973223	5	HEK293T,Jurkat,NIH 3T3	3	2-4
24008839	5	HEK293T,MDA-MB-231,Plat-E,MEF (C57BL/6)	4	2-4
24070898	5	Jurkat,HEK,HEK293-EBNA	3	2-4
24100295	5	MRC-5,U2OS	2	2-4
24157709	5	NCI-H1299,HEK293T,MCF-7,MDA-1386,MDA-MB-231,JON,AND-1,Hep-G2,MDA-MB-468,HeLa,HaCaT,HCT 116,UM-SCC-1,A-549	14	10+
24167568	5	MCF-10A,MIA PaCa-2,HEK293T,BL-21,MCF-7,NIH 3T3,MDA-MB-231,T-47D,NMuMG,MDA231-LM2-4175	10	10+
24258024	5	HEK293,SH-SY5Y	2	2-4
24318128	5	HEK293T,HeLa,MCF-7,DU145,HEK293-FT,MDA-MB-231	6	5-9
24344185	5	HeLa,BT-549,MDA-MB-231	3	2-4
24349490	5	HEK293T,RAW 264.7,HEK293	3	2-4
24367557	5	NCI-H1299,BL-21	2	2-4
24413172	5	U2OS,HeLa,HEK293-EBNA,HEK293	4	2-4
24462205	5	COS-7,NIH 3T3,HEK293	3	2-4
24464131	5	HMN-1,MEF (C57BL/6),HEK293	3	2-4
24493589	5	HeLa,HT-29,HEK293	3	2-4
24633224	5	HMN-1,Huh7S1,MEF (C57BL/6),KMCH-1,Huh-7	5	5-9
24658369	5	HEK293T,HEK293,Hs 561.Pl	3	2-4
24732096	5	EJ,HEK293T,U2OS,HeLa,ACC-LC-80	5	5-9
24748658	5	HEK293T,U2OS,HeLa	3	2-4
24828152	5	HMN-1,HEK293-F	2	2-4
24969970	5	BL-21	1	1
24997597	5	HEK293T,U2OS,HeLa	3	2-4
25023518	5	HEK293T,BL-21,U2OS,HCT 116	4	2-4
25040165	5	BL-21,HEK293	2	2-4
25064736	5	HEK293T,U2OS,HeLa	3	2-4
25103245	5	NCI-H1299,U2OS,HeLa,HCT 116,HEK293	5	5-9
25149538	5	MCF-10A,HEK293T,CHO,LNCaP,MCF-7,HEK,U2OS,HeLa,3T3-Swiss albino,HCT 116	10	10+
25173175	5	BTI-Tn-5B1-4,HeLa,FH09	3	2-4
25203322	5	MCF-10A,SUM1315MO2,HEK293T,MDA231-LM2-4175,MCF-7,4T1,MDA-MB-231	7	5-9
25249620	5	HEK293T,NCI-H460,NCI-H23,A-549	4	2-4
25270598	5	HEK293T,BL-21,IMR-90,hTERT-RPE1,HeLa	5	5-9
25278611	5	HEK293T,LNCaP,PC-3	3	2-4
25327252	5	T-REx-293,HEK293T,BL-21	3	2-4
25355358	5	BL-21,U2OS,HeLa	3	2-4
25361009	5	MCF-7,HCT 116,PC12,HT-29,HEK293,HC-1,MDA-MB-361,MDA-MB-231	8	5-9
25417107	5	Hep-56.1C,HeLa	2	2-4
25417702	5	BxPC-3,NCI-H1299,HEK293T,SK-BR-3,HCT 116,U-251MG	6	5-9
25499220	5	Caki-2,HCC1937,MDA-MB-468,MCF-7,HCT 116,HEK293	6	5-9
25546391	5	BL-21,HeLa,MEF (C57BL/6)	3	2-4
25654763	5	BEAS-2B,MLE-12,HeLa	3	2-4
25661653	5	BL-21,DLM8	2	2-4
25703721	5	HEK293T,HEK	2	2-4
25728767	5	HEK293T,MCF-7,HeLa	3	2-4
25742138	5	LUVA,J774,HeLa	3	2-4
25843002	5	PancTu-I,NIH 3T3,A-549	3	2-4
25885523	5	NCI-H1299,HEK293T,MDCK,NCI-H460,HeLa Kyoto,HeLa,HCT 116,NCI-H1975,A-549	9	5-9
25893307	5	JON,PC-10,HEK293T,HCT 116,BmVIII-SCC-OPr-C34,EUFA423F,DT40-PTPN6(-/-)	7	5-9
25902260	5	HEK293-H,Neuro-2a,PK-SV40	3	2-4
26022416	5	J-Lat 8.4,K-562,HeLa,KBM-7,Jurkat	5	5-9
26108681	5	U-87MG ATCC,1G1,HEK293-FT,U-251MG	4	2-4
26120082	5	MRC-5,Hep-G2,SW620,NCI-H23,DU145,HOP-62,HT-29,HEK293	8	5-9
26238070	5	NAL1A clone C4E10,HEK293T,U2OS,HeLa,MEF (C57BL/6),MCF-7,HCT 116	7	5-9
26240016	5	HEK293T,HeLa,HO #1,AG01978	4	2-4
26269414	5	SCC-25,LNCaP,HT-29	3	2-4
26279575	5	HEK293T,PC-3,GM11260,MEF (C57BL/6),A-549	5	5-9
26438829	5	BL-21,HeLa	2	2-4
26460617	5	NCI-H1299,MCF-7,U2OS,HeLa,HCT 116	5	5-9
26551274	5	PluriStem 129S6,HEK293T,MEF (C57BL/6),HEK293-FT	4	2-4
26593251	5	Raji,U-937	2	2-4
26611735	5	BL-21,PC12,HEK293	3	2-4
26626481	5	Sf9,HL-60,HEK293T,MOLM-13	4	2-4
26644182	5	U2OS,HEK293	2	2-4
26751167	5	HEK293-A,HeLa	2	2-4
26766443	5	HeLa,MDA-MB-231	2	2-4
26769854	5	BJAB,HEK293T,MCF-7,T-47D,Hep-G2,U2OS,HCT 116	7	5-9
26787466	5	HEK293T,HT-29	2	2-4
26833786	5	HEK293T,MDCK,Caco-2,HeLa,EpH4,HEK293	6	5-9
26871568	5	MRC-5,Raji,HEK293T,HeLa,MEF (C57BL/6),HEK293-EBNA,HEK293	7	5-9
26950370	5	T-REx-293,HEK293T,U2OS,HeLa,MEF (C57BL/6),HCT 116	6	5-9
26972597	5	HEK293T,MCF-7,RAW 264.7,NIH 3T3,HeLa,HaCaT,HCT 116,HT-29,A-549	9	5-9
27098840	5	HEK293-F	1	1
27162139	5	MRC-5,HEK293T,HeLa	3	2-4
27332895	5	MCF-10A,HEK293T,BL-21,PC-3,Sf9,SK-OV-3,HeLa	7	5-9
27348078	5	HeLa,HEK293	2	2-4
27462439	5	NCI-H1299,U2OS,HCT 116,HEK293,HEK293-FT	5	5-9
27477512	5	U2OS,MEF (C57BL/6),HEK293	3	2-4
27517496	5	Hep-G2,Sf9,NCI-H1299,HEK293T,HeLa,16B,HCT 116,DU145	8	5-9
27542266	5	HeLa	1	1
27566588	5	HEK293T,LNCaP C4-2Ln,DU145	3	2-4
27591253	5	HEK,HEK293T,SH-SY5Y	3	2-4
27629921	5	HEK293T,Jurkat,MRRL-CH2,B16-F10	4	2-4
27716849	5	HEK293T,RAW-Lucia ISG,HeLa,J774A1	4	2-4
27768232	5	HEK293	1	1
27806347	5	MEF (C57BL/6),HEK293,MDA-MB-231	3	2-4
27818144	5	TRAMP-C2H,NCI-H1299,HEK293T,U2OS,HeLa,MEF (C57BL/6)	6	5-9
27913212	5	C2C12,HEK293T	2	2-4
27927753	5	96-1,U2OS,HeLa,HCT 116	4	2-4
28049150	5	RAW-D,NCTC clone 929,HEK293T,RAW 264.7	4	2-4
28082392	5	Rat1,HEK293	2	2-4
28143904	5	anti-SR,MEF (C57BL/6),HUVEC-C	3	2-4
28209614	5	HEK293T,PC12,MDA-MB-468,HCT 116,DU145	5	5-9
28218281	5	HeLa,A-549	2	2-4
28410192	5	HeLa,MEF (C57BL/6),FW3-47	3	2-4
28415827	5	HCT 15,NCI-H249,NCI-H526,CHO,HEK293-FT,MDA-MB-231,H69,HCC1937,WA07,HeLa,MEF (C57BL/6),BT-549,HCT 116,M059J,v26.2	15	10+
28425671	5	MRC-5,1-8,HMN-1,HEK293T,HeLa,COS-7	6	5-9
28475870	5	HeLa	1	1
28489822	5	MCF-10A,NCI-H1650,HEK293-FT,A-375,HeLa,HCT 116,OVCAR-5,NCI-H2279,HEK293,LSTM-AA-20,A-549	11	10+
28564608	5	HEK293T,HEK293S	2	2-4
28569838	5	HMN-1,HEK293T,BL-21,EFO-27,HOSE 6-3,SK-OV-3,U2OS,HeLa,R-3327-H	9	5-9
28598414	5	HEK293T,BL-21,HeLa,HCT 116,BG01,As4.1	6	5-9
28666352	5	HEK293T,U2OS,HeLa	3	2-4
28757208	5	HEK293	1	1
28881580	5	HEK293T,C2C12	2	2-4
28934360	5	THP-1,HEK293T,HeLa,MEF (C57BL/6),HEK293	5	5-9
28963344	5	BL-21	1	1
28976962	5	HG-261,BTI-Tn-5B1-4,Sf9,U2OS,HeLa	5	5-9
29020630	5	HeLa,MEF (C57BL/6),BT-549	3	2-4
29020972	5	HEK293T,BL-21,HEK293-FT,BJ1-hTERT,U2OS,HeLa,DU145	7	5-9
29038421	5	A-431,LN-229,HEK293T,MEF (C57BL/6),U-251MG,MDA-MB-231	6	5-9
29138248	5	HEK293T,RAW 264.7	2	2-4
29340707	5	HEK293T,MC-38,U2OS,HeLa	4	2-4
29352114	5	RG-405,HEK293T,Emma-spleen,BL-21,HeLa,MEF (C57BL/6),NIH 3T3	7	5-9
29749471	5	U-87MG ATCC,HT22,H-4,BCL1,MDA-MB-231	5	5-9
29875408	5	MCF-10A,U2OS,HeLa,MCF-10AT	4	2-4
30026228	5	UM-RC-6,UM-RC-2	2	2-4
7539035	4	Jurkat	1	1
7542250	4	MCF-10AT	1	1
9049247	4	HCC973,CHO,HeLa,3T3-Swiss albino,A14,NIH 3T3,NR-6,HER14	8	5-9
9104814	4	HMN-1,HeLa	2	2-4
9607925	4	6H,NIH 3T3,Sf9,HEK293	4	2-4
9658399	4	LNCaP 104-S,LNCaP 104-R2,LNCaP 104-R1	3	2-4
9864373	4	C2C12	1	1
10224278	4	Raji,J14,K-562,HeLa,Jurkat	5	5-9
10225950	4	HeLa,HEK293	2	2-4
10477750	4	K-562,HeLa	2	2-4
10725331	4	HeLa,NIH 3T3	2	2-4
11062261	4	A-431,HeLa	2	2-4
11331301	4	K-562,U-937,1321N1	3	2-4
11425870	4	HeLa	1	1
