pid	n_ppi	cell_names	n_annotations	specificity
21566653	1	HL-60,MM16	2	2-4
21571862	1	SK-OV-3,A2780	2	2-4
21586138	1	HMN-1,HEK293T,DU145,PPC-1	4	2-4
21589936	1	HEK293T,BL-21,NSC-H9,HeLa	4	2-4
21596312	1	MCF-10A,HeLa,MCF-10AT	3	2-4
21602887	1	MCF-7,RKO,PC-3,EJ,SK-OV-3	5	5-9
21602891	1	A-431,K-562,HEK293T,LNCaP,PC12,MDA-MB-468,MEG-01,MEF (C57BL/6)	8	5-9
21614000	1	HEK293T,U2OS,HeLa	3	2-4
21614075	1	BL-21,HEK293	2	2-4
21621563	1	HEK293T,PC12,Hep-G2	3	2-4
21629263	1	PC-3U,MEF (C57BL/6),LNCaP,PC-3,A-549,MDA-MB-231	6	5-9
21633703	1	HEK293T,Hep-G2,SH [Acipenser],U2OS,HeLa,HEK293,A-549	7	5-9
21643011	1	I 4,PC-3,DU145,NIH 3T3	4	2-4
21643014	1	SK-OV-3	1	1
21643015	1	HEp-2,HeLa,MEF (C57BL/6)	3	2-4
21645326	1	HEK293T,HEK293,HEK 293 tTS,SH-SY5Y	4	2-4
21651720	1	HMN-1,Rat1-R12,A-549	3	2-4
21654845	1	HEK293T,Jurkat,HEK293	3	2-4
21659531	1	HEK293T,NIH 3T3,Sf9,U2OS,HeLa	5	5-9
21666678	1	HMN-1,HEK293	2	2-4
21666679	1	NIH 3T3,HeLa	2	2-4
21670213	1	HEK293T,U2OS,HeLa,HEK293	4	2-4
21673012	1	Hs 578T,HeLa,MCF-7,DD1216,HeLa S3	5	5-9
21677782	1	SH [Acipenser],SK-N-SH	2	2-4
21685944	1	4T1,MDA-MB-231,MEF (C57BL/6),HEK293	4	2-4
21697503	1	HEK293	1	1
21698133	1	HEK293,LA-N-1	2	2-4
21701776	1	NCI-H28,HMN-1,CHO	3	2-4
21706058	1	Hep-G2,PC-3,Hep 3B2.1-7	3	2-4
21718540	1	HEK293T/17,HEK293T,HEK,HEK293	4	2-4
21726550	1	BL-21,HEK,HEK293	3	2-4
21728993	1	CHO,MEF (C57BL/6),HEK293	3	2-4
21731648	1	S22C06,NCI-H1299,BJ1-hTERT,HCT 116,HEK293	5	5-9
21732348	1	MCF-7,PC-3,DU145,RG-145	4	2-4
21738568	1	264E,BL-21,BL-14	3	2-4
21741599	1	WM115,C918	2	2-4
21741601	1	LNCaP,HCC202,MCF-7,MDA-MB-453	4	2-4
21746851	1	HEK293T,BL-21,HEK,HEK293	4	2-4
21748597	1	HEK293T,HeLa,HEK293	3	2-4
21757733	1	L-1 [Human ovarian carcinoma]	1	1
21765936	1	Ca Ski,SiHa,PC-3M,HO-8910,HeLa,C2010,A-549	7	5-9
21772844	1	Hep-G2,A-549	2	2-4
21775422	1	U-87MG ATCC,LN-428,CHO	3	2-4
21775628	1	HeLa,MEF (C57BL/6),HEK293	3	2-4
21795403	1	RPMI-8226,K-562,HEK293T,Jurkat,HEK293	5	5-9
21798997	1	HEK293T,Caki-2,HeLa,MEF (C57BL/6)	4	2-4
21804542	1	NCI-H1299,HEK293T,RMG-I	3	2-4
21806989	1	PC12,NIH 3T3,HEK293-FT,HEK293	4	2-4
21811581	1	HEK293T,Rat1,NIH 3T3,SH-SY5Y	4	2-4
21816224	1	HeLa,B6Tert-1	2	2-4
21822280	1	HEK293T	1	1
21826217	1	HeLa,HEK293	2	2-4
21827948	1	HEK,Sf9	2	2-4
21829568	1	HEK293T,NIH 3T3,HeLa,Huh-7	4	2-4
21829575	1	HMN-1,A-375,Hs 294T	3	2-4
21829689	1	MCF-7,COS-7	2	2-4
21829699	1	EC9706,HCT 116	2	2-4
21834013	1	Jurkat	1	1
21840382	1	HEK293T,BOSC-23,HIB 1B,NIH 3T3	4	2-4
21841788	1	Sf9	1	1
21856303	1	HeLa,HEK293	2	2-4
21857663	1	Sf9,HeLa	2	2-4
21858031	1	HEK293T	1	1
21858081	1	COS-1,CHO,ACC-LC-80,HEK293,CHO-K1	5	5-9
21859860	1	HEK293T,BL-21,MEF (C57BL/6)	3	2-4
21859861	1	HEK293T,HT-1080,U2OS	3	2-4
21868707	1	NIH 3T3,HEK293-F,AsPC-1,3T3-Swiss albino	4	2-4
21875947	1	HEK293T,HT-1080,U1/HIV-1,HeLa	4	2-4
21884935	1	SKI-DLCL-1	1	1
21886810	1	NIH 3T3,HeLa,HEK293	3	2-4
21889351	1	HEK293T,BL-21,HeLa	3	2-4
21890893	1	RAW 264.7	1	1
21893048	1	COS-M5,HEK293,N206	3	2-4
21900881	1	mIMCD-3	1	1
21900893	1	BJAB,T560,HEK293T,HEK293	4	2-4
21901007	1	AND-1,HCC1937,U2OS,HeLa	4	2-4
21901101	1	HEK293T,HT-1080,ACC-LC-80	3	2-4
21909099	1	MCF-10A,h1RPE7,H9,U2OS,IMR-90,HeLa,MEF (C57BL/6),MCF-7,SaOS-2,PC-3,WA09,hTERT-RPE1,MCF-10AT,WA01,MCF10CA1a	15	10+
21911363	1	NCI-H1299,U2OS,HCT 116,HEK293	4	2-4
21914072	1	Hep-G2,Huh-7.5.1,HeLa,Huh-7.5	4	2-4
21920899	1	MCF-10A,ZR-75-1,MCF-7,MDA-MB-453,MDA-MB-415,MCF-12A,MDA-MB-231,T-47D,BT-20,HCC1937,MDA-MB-468,MDA-MB-361	12	10+
21931534	1	HEK293T,BHK-21	2	2-4
21931826	1	SW480,HO #1,HCT 116,HT-29	4	2-4
21946536	1	MDA-MB-436,MCF-7,MDA-MB-231,HCC1937,23 ScCr,MDA-MB-468,HEK293	7	5-9
21955384	1	HEK293T,Jurkat,MC-38,NIH 3T3	4	2-4
21957439	1	Jurkat,NIH 3T3	2	2-4
21963094	1	HEK293T,U2OS,HeLa,HCT 116	4	2-4
21964340	1	K-562,HL-60	2	2-4
21964756	1	RGE,Hep-G2,SK-OV-3,HEK293	4	2-4
21966355	1	BL-21	1	1
21974802	1	HEK293T,Jurkat	2	2-4
21980403	1	HMN-1,MEF (C57BL/6),MCF-7,LT	4	2-4
21984182	1	T-47D,MCF-10A,HMN-1,SK-BR-3,MCF-7,MLF,MDA-MB-231	7	5-9
21985982	1	SC,HEK,C3H/10T1/2 clone 8,MEF (C57BL/6),HEK293	5	5-9
21986938	1	HEK293T,Don/a3,SW620,HeLa,HCT 116	5	5-9
21988917	1	A-431,HEK293T,CHO,PC12,NIH 3T3,HeLa,NRK,SK-NEP-1,HeLa S3	9	5-9
21996408	1	HEK293T/17,HEK293T	2	2-4
21998700	1	MCF-7,BJ1-hTERT,COS-1,U2OS,MEF (C57BL/6)	5	5-9
22002311	1	MDA231-LM2-4175,JeKo-1,HEK293,A-549	4	2-4
22012253	1	HEK293-FT,LA-N-1	2	2-4
22013015	1	A2780-TC1	1	1
22016384	1	HMN-1	1	1
22020438	1	HEK293T	1	1
22021614	1	K-562,HEK293T,MCF-7,PANC-1,BW5147,A-375,HeLa,DU145,HEK293	9	5-9
22028181	1	HMN-1,HEp-2,H4II	3	2-4
22028823	1	NCI-H1299,Jurkat,NIH 3T3,HCT 116,Hep 3B2.1-7,HEK293,A-549	7	5-9
22031295	1	BL-21,C-4-I	2	2-4
22036607	1	HEK293T,BOSC-23,Sf9,HeLa,MEF (C57BL/6)	5	5-9
22038520	1	COS-1,BL-6,HeLa	3	2-4
22039304	1	HEK293T,Jurkat	2	2-4
22042974	1	HEK293T,BL-21,EL 1	3	2-4
22043307	1	C2C12,HEK293	2	2-4
22043315	1	Sf9,BL-21,TE-1	3	2-4
22045669	1	HEK293T,Huh-7.5	2	2-4
22046413	1	AsPC-1,MIA PaCa-2,HeLa,PANC-1	4	2-4
22049153	1	HMN-1,LoVo,HeLa,HT-29,HCA7	5	5-9
22049414	1	HeLa,HEK293	2	2-4
22053194	1	HL-1,BL-6	2	2-4
22056306	1	NCI-H1299,BL-21,MCF-7,RKO,HCT 116	5	5-9
22057290	1	HEK293T,MEF (C57BL/6),HEK293-FT	3	2-4
22059385	1	BL-21	1	1
22069321	1	HEK293T,BL-21,HEK293,A-549	4	2-4
22072677	1	CAD,BL-21,COS-7	3	2-4
22078563	1	BL-21	1	1
22079596	1	PaTu 8988t,IMIM-PC1	2	2-4
22087322	1	K-562,HEK293T,ACC-LC-80,RAW 264.7	4	2-4
22102817	1	HEp-2,HEK293T,HEK293	3	2-4
22103349	1	BL-21,HeLa,MEF (C57BL/6),HEK293	4	2-4
22130794	1	HMN-1,HEK293T,PC12,NIH 3T3,HeLa,L-82,HEK293	7	5-9
22135303	1	BL-21,HeLa,HO #1,HEK293-FT	4	2-4
22140117	1	NCI-H211	1	1
22152480	1	MCF-10A,HEK293T,U2OS,MCF-7,NIH 3T3	5	5-9
22155231	1	HeLa,HEK293	2	2-4
22164283	1	C2C12,HEK293T	2	2-4
22169038	1	8A2N	1	1
22174835	1	HEK293T,HeLa	2	2-4
22174839	1	HEK293T	1	1
22179831	1	HEK293T,MDA-MB-231,MDA-MB-468,HeLa	4	2-4
22194938	1	BL-21,COS-1,HN	3	2-4
22205726	1	NCI-H1299,NIH 3T3,U2OS,MEF (C57BL/6),HEK293	5	5-9
22210895	1	K-562,MCF-7,Hep-G2,HCT 116	4	2-4
22213803	1	PC 61-5-3,H9,MEF (C57BL/6),BHK-21	4	2-4
22216287	1	MEF (C57BL/6),MCF-7	2	2-4
22231558	1	U2OS,HeLa,MEF (C57BL/6),HCT 116,HEK293,A-549	6	5-9
22238610	1	HEK293T,MDA-MB-231	2	2-4
22242125	1	C2C12,CHOP,HEK293T,NIH 3T3	4	2-4
22242148	1	HUVEC-C,HEK293	2	2-4
22246324	1	Lec3.2.8.1,HEK293-ET,HeLa,MEF (C57BL/6)	4	2-4
22249256	1	HEK293T,FW3-47,DU145	3	2-4
22253853	1	HEK293	1	1
22254155	1	ECV-304,PC12	2	2-4
22261743	1	HEK293T,Royan N64,HEK,NCTC clone 929,HeLa,HT-29,HEK293	7	5-9
22269274	1	CHO,HEK293,CHO-K1	3	2-4
22270372	1	PC12	1	1
22270917	1	HMN-1,HEK293T,CHO,LM-609/SV40,MEF (C57BL/6),SKOV3.ip1	6	5-9
22276175	1	A-549	1	1
22278882	1	116,HCT 116	2	2-4
22279592	1	HMN-1,UM-SCC-84,MCF-7,4T1,MDA-MB-231,T-47D,MDA-MB-468,HCC1143,HaCaT,HCC1954,HEK293	11	10+
22291595	1	Hs,RAW 264.7,NCTC clone 929,HUVEC-C,HEK293,U-373MG ATCC	6	5-9
22307082	1	MRC-5,A-431,MEF (C57BL/6),HEK293	4	2-4
22316138	1	U-87MG ATCC,HEK293T,U2OS,HeLa,HeLa-luc	5	5-9
22317921	1	MCF-7,HT-29	2	2-4
22318540	1	U-87MG ATCC,HMN-1,NCI-H1299,GM01229,SaOS-2	5	5-9
22325355	1	HG-261,HEK293T,U2OS	3	2-4
22334672	1	HMN-1,HEp-2,HeLa,BHK-21	4	2-4
22342275	1	Hep-G2,HEK293T	2	2-4
22342841	1	HMN-1,2fTGH-U4A,Ba/F3	3	2-4
22347420	1	Hep-G2,K-562,C2066,SK-HEP-1,HEK293T,U2OS,HeLa,MCF-7,R-3327-H,Has,A-549	11	10+
22347812	1	BL-21	1	1
22348058	1	Hep-G2,MCF-7,DU145,HEK293	4	2-4
22350412	1	HONE-1,CNE-2,HEK293T,HOK-16B,CNE-1	5	5-9
22363753	1	BL-21,HL	2	2-4
22384180	1	NCI-H929,HeLa	2	2-4
22391563	1	HEK293T,HCT-1,HCT 116	3	2-4
22402494	1	PC12	1	1
22405009	1	COS-7	1	1
22406378	1	HT-1080	1	1
22407595	1	MCF-7,RKO,Hep-G2	3	2-4
22413019	1	COS-1,HMN-1,HeLa	3	2-4
22431748	1	NIH 3T3,U2OS,HeLa,MEF (C57BL/6),NIH 2/4	5	5-9
22434888	1	As4.1,U2OS,HeLa	3	2-4
22438909	1	NCI-H1299,BOSC-23,MCF-7,PC12,NIH 3T3,MDA-MB-231,NCI-H441,A-549	8	5-9
22442151	1	BL-21,3T3-Swiss albino	2	2-4
22444248	1	HF-1 [Human follicular lymphoma]	1	1
22457066	1	PC-10,HEK293T,HeLa,HCT 116,HEK293,HeLa S3	6	5-9
22457708	1	Hep-G2,HeLa,HCT 116	3	2-4
22461698	1	IEC-6,NIH 3T3,HEK293-FT,C2C12,NCTC clone 929,HeLa	6	5-9
22471946	1	PaTu 8988t,HMN-1,BxPC-3,PANC-1,KM12-C	5	5-9
22479397	1	Hep-G2,CHO,Hep 3B2.1-7,Huh-7	4	2-4
22479513	1	HEK293T,REC-1	2	2-4
22480613	1	BL-12	1	1
22483115	1	HEK293T,HEK293-EBNA,DD2221,HEK293	4	2-4
22492994	1	HEK293T,PC12,HeLa	3	2-4
22495310	1	HEK293T	1	1
22496558	1	HEK293	1	1
22499945	1	MEF (C57BL/6),HCT 116	2	2-4
22508697	1	HEK293T,U2OS,HeLa	3	2-4
22514303	1	CAD,HEK,HEK293T,Neuro-2a,PC12,SK-N-SH,HEK293	7	5-9
22514644	1	HEK293T,U2OS,HCT 116	3	2-4
22523547	1	HEK293T,LNCaP,HEK293	3	2-4
22532870	1	HEK293T,3T3-Swiss albino,HCT 116	3	2-4
22532874	1	HEK293T,HeLa,HCT 116	3	2-4
22537242	1	C2C12,NCI-H1299,IMR-90,GM01229	4	2-4
22537872	1	HEK293T,CHO,HEK293	3	2-4
22542517	1	HEK293T,NIH 3T3,C2C12	3	2-4
22547391	1	HEK293T,HeLa,MEF (C57BL/6),HCT 116,NIH 3T3	5	5-9
22548824	1	MCF-10A,MDA-MB-435,Hs 578T,MDA-MB-436,SK-BR-3,MDA-MB-453,NIH 3T3,MDA-MB-231,HeLa,HaCaT,HEK293	11	10+
22551455	1	BL-21	1	1
22558212	1	HG-261,HEK293T,MDCK	3	2-4
22561688	1	BL-6,HEK293	2	2-4
22570591	1	HEK293T,T567,HEK293	3	2-4
22575888	1	Sf9,HF10B4	2	2-4
22580604	1	HMN-1,HEK293T,MCF-7,HCC70,MDA-MB-157,MCF-12A,MDA-MB-231,T-47D,OHP7D7.2.3,Hs 587.Int,MDA-MB-361	11	10+
22584573	1	BL-21,NIH 3T3,U-937,C3H/10T1/2 clone 8	4	2-4
22591401	1	MMNK-1,HEK,A-431,HEp-2,SUM149PT,HEK293T,CHO,NCI-H60,P69SV40T,HEK293	10	10+
22629406	1	T-REx-293,HEK293T,HeLa,H5.46,MDCK,HEK293	6	5-9
22634751	1	HEK293T,LI 27,NCI-H295R,SCC-12V	4	2-4
22648170	1	BS-C-1,HeLa,HEK293	3	2-4
22651821	1	S49.1,CHO-K1,3T6-Swiss albino,HEK293	4	2-4
22653218	1	16H9	1	1
22658936	1	HEK293T	1	1
22662218	1	HEK293T,HeLa,MCF-7	3	2-4
22666465	1	NIH 3T3,SH-SY5Y	2	2-4
22673115	1	HeLa	1	1
22675025	1	SCC-4,HeLa,HCE-4	3	2-4
22681933	1	HMN-1,NIH 3T3,HEK293	3	2-4
22682250	1	Hep-G2,NIH 3T3,HEK293	3	2-4
22683710	1	UM-RC-6	1	1
22683995	1	SK-N-BE(2)-C,HeLa	2	2-4
22684479	1	HEK293,HEK293L,SW480	3	2-4
22691049	1	BL-21,HeLa	2	2-4
22701671	1	HEK293T,HeLa	2	2-4
22705350	1	MCF-10A,HeLa,MCF-7,COS-7,MCF-10AT,MDA-MB-231	6	5-9
22710720	1	NCI-H1299,BL-21,MCF-7,SW480,MEF (C57BL/6),HCT 116	6	5-9
22722849	1	K-562,HEK293T,HT-1080,IMR-90,U2OS,HeLa,U-251MG,DU145	8	5-9
22726442	1	HEK293T,HeLa	2	2-4
22734001	1	HEK293T,PF-R,HEK293	3	2-4
22738171	1	HEK293T/17,HEK293T	2	2-4
22749909	1	BL-21	1	1
22751141	1	HEK293T,NIH 3T3,LI 66	3	2-4
22768064	1	Hs 856.T,HeLa B,T-REx-293,NPC-TW01,HEK293T,EU-1,v6.4,HeLa,SaOS-2,SNU-482,HEK293	11	10+
22777350	1	HL-60,NCI-H1299,U2OS,MEF (C57BL/6),HCT 116,A-549	6	5-9
22785534	1	MEF (C57BL/6)	1	1
22788920	1	HEK293T,SJNB-12,IMR-32	3	2-4
22792159	1	RBA-1,HeLa,MEF (C57BL/6),COS-7,HEK293,SH-SY5Y	6	5-9
22796965	1	HEK293T,HeLa,MEF (C57BL/6)	3	2-4
22801410	1	HT22,8A2N,PC12,HEK293	4	2-4
22806877	1	DD1883,DD2992,NCI-H1703,NCI-H3122,DFCI-LU011,HCC827,NCI-H522,Ba/F3,NCI-H1975	9	5-9
22820750	1	BL-21	1	1
22820988	1	Sf9	1	1
22829078	1	HEK293T,U-937,U2OS	3	2-4
22844243	1	ACC-LC-173,MEF (C57BL/6)	2	2-4
22854063	1	HEK,HEK293T,U2OS	3	2-4
22863753	1	HEK293T,U-937	2	2-4
22864287	1	U-87MG ATCC,NCI-H1299,HeLa,MCF-7,HEK293	5	5-9
22870275	1	NCI-H1299,HeLa,HCT 116,HEK293	4	2-4
22876279	1	HEK293T,HeLa,BOSC-23	3	2-4
22905162	1	HES-1,HEK293T,MDCK,MCF-7,JAR,COS-7	6	5-9
22917612	1	Hep-G2,PC6-3,HEK293,SH-SY5Y	4	2-4
22921536	1	K-562,NT2-D1,NTERA-2,SH-SY5Y	4	2-4
22933573	1	GM00214,BTI-Tn-5B1-4,4-HS-MYC	3	2-4
22945642	1	HEK293T,MDA-MB-231,HeLa,HEK293	4	2-4
22952044	1	MCF-10A,HEK293T,A3.01,MCF-7,MCF-10AT,MDA-MB-231	6	5-9
22952966	1	A-431,Si-1,HEK293T,PC12,COS-1,Sf9,MDA-1483	7	5-9
22958643	1	Raji,HEK293T,Jurkat,IMR-32	4	2-4
22959624	1	EC-MZ-9,BL-21,Cle-H3	3	2-4
22962849	1	HMN-1,SNU-449,Hep-G2,Hep 3B2.1-7	4	2-4
22966907	1	HMN-1,LNCaP,MDA-MB-231,C2C12,DU145,MG-63	6	5-9
22970241	1	T-47D,HMN-1,MDA-MB-468,CHO,MCF-7,MDA-MB-231	6	5-9
22977180	1	BL-21	1	1
22977237	1	C2C12,Sf9,BL-21,HEK293	4	2-4
22984505	1	MCF-7,MDA-MB-231,T-47D,LM-609/SV40,T-47,HCC38,HT-29	7	5-9
22987153	1	HEK293T,U2OS	2	2-4
22989411	1	Sf9,BL-21	2	2-4
22992744	1	CHO,MDCK,Caco-2,HeLa	4	2-4
23001006	1	JON,HEK293T,IMR-90	3	2-4
23022214	1	SH-SY5Y	1	1
23022348	1	HeLa	1	1
23022382	1	HEK293-ET,HeLa	2	2-4
23022729	1	BL-21,T3-2H6,HeLa	3	2-4
23023376	1	PC12	1	1
23023391	1	J774,HL,NIH 3T3	3	2-4
23023393	1	HEK293T,NIH 3T3,HEK293,M12.4.1,LI 66	5	5-9
23029259	1	A-375,CT-2,K-562,SK-BR-3,HeLa,MCF-7,SK-MEL-31,HCT 116,BrCa-MZ-01,NTERA-2,HEK293	11	10+
23029325	1	153.8E2.D10.D6.12.12,NCI-H1299,HEK293T,HeLa,PANC-1	5	5-9
23029392	1	HEC,ECC-1,HEC-1-B	3	2-4
23029527	1	PC-10,HEK293T,Sf21,HeLa,HEK293	5	5-9
23040068	1	HEK293T,HeLa,L-1 [Human ovarian carcinoma],HEK293	4	2-4
23048206	1	T-47D,Hs 578T,MCF-7,HCT 116,MDA-MB-231	5	5-9
23056346	1	HEK,JB6 [Human anaplastic large cell lymphoma],HeLa,BCIRL/AMCY-HzE-CLG9,BCIRL/AMCY-HzE-CLG6,MCF-7,HEK293,BCIRL/AMCY-HzE-CLG1	8	5-9
23056470	1	HMN-1,HEK293T,HeLa,293/hTLR3	4	2-4
23056909	1	NCI-H513,CHO,RG-353,R-3327-H	4	2-4
23064226	1	SW620,HCT 116,HT-29	3	2-4
23064648	1	ACC-LC-173,NT2-D1,U2OS,HeLa,NTERA-2	5	5-9
23069210	1	HEK293T,BL-21,HT-1080,HeLa,HeLa S3	5	5-9
23071779	1	LNCaP,MCF-7,MDA-MB-231,MDA-MB-468,DU145	5	5-9
23077592	1	Jurkat,HL-60,HEK293	3	2-4
23082118	1	JM8.F6,EJ,MEF (C57BL/6),HB,PC12,Hep 3B2.1-7,NIH 3T3	7	5-9
23085038	1	Hep-G2,HEK293-A,MCF-7,MLF,SH-SY5Y	5	5-9
23088497	1	U2OS,HeLa,HT-29	3	2-4
23101630	1	JC,HeLa,HEK293	3	2-4
23102618	1	H9c2(2-1),COS-1,HeLa,HEK293	4	2-4
23103865	1	HEK293T,BL-21,HeLa,HTC	4	2-4
23116119	1	Sf9,BL-21	2	2-4
23142980	1	K-562,HEK293T,BL-21,SK-N-BE(2)-C,NIH 3T3,BL-6,U2OS	7	5-9
23158001	1	HMN-1,Hs 578T,NCI-H1299,MCF-7,SW480,MDA-MB-231	6	5-9
23162002	1	HeLa,MEF (C57BL/6)	2	2-4
23164639	1	MCF-7,A-549	2	2-4
23168492	1	NCTC clone 929,HEK293T,HeLa	3	2-4
23171055	1	NCI-H1299,HCT 116,A-549	3	2-4
23178117	1	A-375,SW1417,SK-CO-1,NCI-H3122,NCI-H3255,SK-MEL-28,HCC-2,MED-MEB-8A,Huh-7	9	5-9
23178947	1	HeLa	1	1
23183827	1	HEK,H-4,HEK293	3	2-4
23185365	1	HEK293	1	1
23201680	1	VCaP,LNCaP,RWPE-1,DU145	4	2-4
23208419	1	HEK293T,MCF-7,HCT 116	3	2-4
23209292	1	THP-1,HL,NIH 3T3,262C	4	2-4
23209422	1	NCTC clone 929,Hepa 1-6,HEK293T,GM00098,HeLa,MEF (C57BL/6),MDCK,NIH 3T3,LA-4 [Mouse lung adenoma],A-549	10	10+
23217712	1	HEK293T,BL-21,HEK293	3	2-4
23233753	1	NCI-H647,HEK293	2	2-4
23235527	1	MIA PaCa-2,BL-21,MCF-7,RKO,ME-180,MEF (C57BL/6),HaCaT,HCT 116	8	5-9
23236467	1	BL-6,Neuro-2a	2	2-4
23240775	1	HEK293T,BL-21,SK-N-BE(2)-C,Hep 3B2.1-7,HEK293	5	5-9
23243000	1	Hep-G2	1	1
23263184	1	BL-21	1	1
23265944	1	SCC-25,UM-SCC-59,CAL-27,UM-SCC-69,SCC-9,JHU-06	6	5-9
23267009	1	C212,NSC-H9	2	2-4
23273425	1	HL-1,A-431,HEK293T,BL-21,HeLa,LNCaP,NIH 3T3	7	5-9
23284306	1	MCF-10A,NCI-H522,NCI-H1299,HEK293T,HeLa,HCT 116,NCI-H460,HT-29,A-549	9	5-9
23300340	1	HEK293T,MEF (C57BL/6),DU145,MDA-MB-231	4	2-4
23300935	1	COS-1	1	1
23319602	1	HeLa	1	1
23339190	1	MCF-10A,HeLa,COS-7,MDA-MB-231	4	2-4
23345595	1	BL-21,Sf9,HeLa	3	2-4
23349464	1	BL-21	1	1
23352416	1	HEK293T,NCI-H60,SK-BR-3,UOK257,UOK257-2,UOK262,HEK293	7	5-9
23355615	1	K-562,HEK293T,HEK,T-REx-293,HEK293,BHK-21,A-549	7	5-9
23362253	1	SH [Acipenser],BL-21,IMR-32,HEK293,SH-SY5Y,LA-N-1	6	5-9
23369005	1	22Rv1,HMN-1,NCI-H322,LNCaP,PANC-1,NIH 3T3	6	5-9
23369981	1	HEK293T	1	1
23374349	1	FF	1	1
23375636	1	HCT 116,HT-29	2	2-4
23377543	1	HEK293T,293 c18/DRD4,U2OS,MEF (C57BL/6)	4	2-4
23382880	1	HEK293	1	1
23386746	1	MRC-5,BL-21,HEK293-ET,HeLa,222	5	5-9
23390556	1	MCF-10A,MDA-MB-435,MCF-10AT,MDA-MB-231,MV-522	5	5-9
23393160	1	Hep-G2,HeLa,HEK293,SH-SY5Y	4	2-4
23393192	1	HEK293T,HEK293-EBNA,HEK293	3	2-4
23399914	1	HEK,HEK293,SH-SY5Y	3	2-4
23400999	1	HEK293T,BL-21,hTERT-RPE1,NIH 3T3,CODI	5	5-9
23406872	1	Neuro-2a	1	1
23410974	1	HEK293T,Rat1	2	2-4
23434853	1	H4S,Hep 3B2.1-7	2	2-4
23435380	1	MCF-7/E6,MCF-7	2	2-4
23435425	1	Hep-G2,HEK293T,HeLa,LNCaP,MCF-12A	5	5-9
23452854	1	HMN-1,MC-38	2	2-4
23453972	1	BTI-Tn-5B1-4,HEK293T,MEF (C57BL/6)	3	2-4
23457489	1	HCCLM3,Hep-G2,SMMC-7721	3	2-4
23457492	1	Hep-G2,HEK293-A,HeLa,PC12	4	2-4
23457600	1	A-431,HT-29	2	2-4
23463101	1	Schneider 2	1	1
23472054	1	A-431,MEF (C57BL/6)	2	2-4
23498974	1	C2C12,HeLa,MEF (C57BL/6),SH-SY5Y	4	2-4
23503662	1	BTI-Tn-5B1-4,HEK293T,293GP,BL-8,MEF (C57BL/6)	5	5-9
23506214	1	BL-21	1	1
23514615	1	HEK293T,HeLa	2	2-4
23516550	1	BL-21,CV-1,Caco-2,T98G,HCT 116,HT-29	6	5-9
23518351	1	K-562,HEK293T,RG-279	3	2-4
23520446	1	A-431,NCI-H1299,HEK293T,HeLa,NCI-H1975,A-549	6	5-9
23523103	1	BxPC-3,HEK293T,HeLa,MEF (C57BL/6),HEK293	5	5-9
23526884	1	K-562,HEK293T,TF-1	3	2-4
23527218	1	PC-10,LCL 721.22,MCF-7,DU145,HEK293	5	5-9
23538443	1	A-549	1	1
23541532	1	H-4	1	1
23555265	1	Hepa 1-6,HEK293T,2fTGH-U6A,R-3327-H,HEK293,BHK-21	6	5-9
23559008	1	K-562,HL-60,U2OS,HEK293-FT	4	2-4
23583034	1	A3.01,HB,DD2221,HB2	4	2-4
23583373	1	HMN-1	1	1
23584453	1	HEK293T,MCF-7,PC12,NIH 3T3,HEK293	5	5-9
23595631	1	HG-261,COS-1,HEK293	3	2-4
23598402	1	K-562,HL-60,HEK293T,U-937,HeLa,MCF-7	6	5-9
23604079	1	BL-21,MEF (C57BL/6)	2	2-4
23604114	1	U-87MG ATCC,BxPC-3,Caki-1,HEK293T,SC,MCF-7,PANC-1,RCC4,HT-29,Hep 3B2.1-7,MDA-MB-231	11	10+
23606331	1	HEK293T	1	1
23606538	1	HMN-1,HL,HGADFN003	3	2-4
23615451	1	NSC-34,HEK293T,HeLa	3	2-4
23634843	1	MCF-7,T-47D	2	2-4
23635401	1	LN-229	1	1
23636326	1	BL-21,HEK293-F	2	2-4
23638186	1	Hep-G2,HeLa,NRK,MCF-7,As4.1,L-1 [Human ovarian carcinoma],COS-7,3T3-L1,Huh-7	9	5-9
23644467	1	MCF-10A,4T1,HEK293,MDA-MB-231	4	2-4
23644468	1	HEK293T,U2OS,HeLa,hTERT-RPE1,NIH 3T3	5	5-9
23644599	1	HEK293	1	1
23650532	1	NCI-H1299,U2OS,HeLa,Hep 3B2.1-7	4	2-4
23650535	1	32D,HEK293T,COS-7,HEK293	4	2-4
23658700	1	HEK293T,BL-6,U2OS	3	2-4
23665168	1	BL-21,HeLa	2	2-4
23667555	1	BL-21,HeLa	2	2-4
23671587	1	RKO,Jurkat	2	2-4
23675467	1	HEK293T,MC-38	2	2-4
23680151	1	U2OS,MEF (C57BL/6)	2	2-4
23684777	1	MCF-7,BL-6,HT-29,HEK293	4	2-4
23685131	1	HEK293	1	1
23685212	1	GM00216,CCRF-CEM,262C	3	2-4
23686307	1	HEK293T,MEF (C57BL/6),A-549	3	2-4
23688700	1	SK-BR-3,MCF-7	2	2-4
23691485	1	SK-BR-3,MCF-7,DU145	3	2-4
23693014	1	COS-7,SH-SY5Y,A-549	3	2-4
23696789	1	HEK293T,NIH 3T3,Plat-E,MEF (C57BL/6)	4	2-4
23703388	1	BJAB,HCT 116	2	2-4
23706739	1	HEK293T,C2C12,HeLa,MEF (C57BL/6),COS-7	5	5-9
